,tweets
5075,gojek stasiun MRT fatmawati pas awal2 MRT situ ulat bulu pas turun dr ojek gara2 geli sm ulat bulu langsung lari eskalator abang gojeknya teriak2 tnyt helmnya kupake langsung turun eskalator yg
5076,Jd sdh sdh tw pekerjaan dipemerinthan bgt halnya MRT yg teman2 byk membangggakan berkat Pak Ahok n Pak Jkw
5077,Di Jkt angkutan kemana2 Transjakarta-MRT-KRL ojol opsi Di Bandung pilihan motor mobil no.2 damri no.3 angkot no Jogja becak jauhan ya ojol
5078,Belum nyobain MRT
5079,mrt ajaaa kaaa turun blok M kmart nya 🤪🤪
5080,Wihh mantap yg pulau jawa MRT angan2 ayo manfaatin fasilitas kota
5081,Strategis pusat Jakarta Sudirman Hill Residence dgn
5082,bas t814 mrt ttdi lokasi menunggu perumahan burhanuddin helmi
5083,Daphne Iking Suara train sebenar MRT LRT amp Komuter
5084,Ngechat km telat sarapan ya Nanti kalo abang ojol bawa go-food terima ya udah bayar sarapan kesuka…
5085,Daphne Iking Suara train sebenar MRT LRT amp Komuter
5086,`` Anda Muzium Negara stesen sambungan KL sentral LRT laluan Kelana Jaya Laluan KL Monorail…
5087,Plis stalking twitter alay HAHA
5088,Makasih ayuuuuuuu
5089,SO FAMILY AMIR DLM MRT NIE I BET THAT ONE KAKAK AND HIS ANAK BUAH
5090,DAULAT TUANKU SEMBAH TAHNIAH KEBAWAH DULI YANG MAHA MULIA AL-SULTAN ABDULLAH RI'AYATUDDIN AL MUSTAFA BILLAH SHAH IBNI A…
5091,HEADLINE Blok M Plaza menggeliat berdampingan stasiun MRT
5092,Sejuk mcm mrt rini
5093,AYO NAIK MRT DULU MA AQ
5094,I 'm at Stasiun MRT Cipete Raya in Jakarta Selatan DKI Jakarta
5095,Orang mrt takde common sense
5096,Kalo polusi asap mobil motor solusimu Coba kantormu Suruh peja…
5097,Kan train turun sudirman lalh nyambung mrt ...
5098,bikin LRT MRT dijakarta mensing bikin nya dikalimantan
5099,Kayaknya malam papasan deh station MRT
5100,Hari kegiatan skrg MRT ka Beby
5101,Depok-Jakarta motor bensin ron rb minimal PP Kombinasi Ojol-KRL-MRT rb PP tempuh perjalanan x lipat Lebih cape motor ngomongin ekonomis hehe
5102,Lo bilang Jakarta nggak dibandingin Singapura pengen kayak Singapura Buktinya Bandara kayak Changi jalan kayak Orchard MRT kayak Singapura Hahahaha
5103,Yippie aq mrt ngebut scully
5104,Slmt pagi bas masuk kawasan UM Jika nak bas tu kena tunggu kat bustop Mahsa stsn MRT
5105,lagi2 lupa pake kebayaw yaw Sementara selayang pandang MRT pake kebaya …
5106,kudu MRT
5107,kinginahh mrt
5108,lagi2 lupa pake kebayaw yaw Sementara selayang pandang MRT pake kebaya
5109,Asal orang kat mrt ni menakutkan ni
5110,Wanita memiliki orang menyentuhnya MRT Caranya menderita k…
5111,Yup I know Itu salah contoh Keunggulannya terintegrasi Lokasi kantor hiburan makan gak stasiun MRT
5112,Yang vn `` COBALAH MRT ''
5113,Sdh rambu dilarang parkir ojek online berderet parkir halangi jalan samping St MRT Cipete Raya Mcd Fatma…
5114,Antagal ng MRT pvta
5115,Pgen bgt berak stasiun mrt haji nawi
5116,So touch out teros book grab pergi sg buloh and suddenly train yg scheduled on 9 tu smpai Kalau delay please la notice kat screen tu Terpaksa touch out kat sg buloh train Klu touch out mrt
5117,Jangan mrt Bikin aja baliho jalanan biar dikiria caleg
5118,Ntar taunya ditaroh mrt
5119,Hai Boleh ambil MRT stesen Muizum Negara turun stesen Mutiara Damansara Ikea Damansara
5120,... sulit mengubah kebiasaan Contohnya rumah MRT jalan kaki jalan aman nyaman akses bis pengumpan Belum melakukannya Belum anak orang usia melakukannya
5121,Wanita memiliki orang menyentuhnya MRT Caranya menderita k…
5122,Pengen numpak MRT ey
5123,PT MRT Jakarta SMRT Internasional Pte Ltd Tandatangani Nota Kesepahaman Selengkapnya …
5124,PT MRT Jakarta SMRT Internasional Pte Ltd Tandatangani Nota Kesepahaman Selengkapnya …
5125,Ayo skrng mrt
5126,PT MRT Jakarta SMRT Internasional Pte Ltd Tandatangani Nota Kesepahaman Selengkapnya
5127,Digital Signage Jakarta Anies Terima Keluhan Warga Soal Penanda MRT
5128,`` Gila dah Jakarta kualitas udara nya jelek bgt gimana sih pemerintah '' Meanwhile `` Mantep bgt nih motor gua …
5129,Gw kepikiran bawa motor sih sampe mrt fatmawati Nanti dah gak promo an ojol wkwk
5130,Diawal udh orang Jakarta Transportasi Jabodetabek sdh bagus Jika rumah kantor KRL yg skitar -90 ontime TJ/MRT/JaKa ojol kepepet kantornya gk dilewatin angkutan
5131,Cieee.. papan pengumuman peron CL MRT tampilkan jam keberangkatan kereta `` Btw SF tuh singkatan ya `` kutanya satpam. `` ooo jumlah…
5132,I DLM MRT NI SAYANG
5133,Foto depannya MRT Jakarta beritanya Singapura Hhhh
5134,Kalo polusi asap mobil motor solusimu Coba kantormu Suruh peja…
5135,motor krl mrt yak
5136,Menjemput MRT
5137,Wanita memiliki orang menyentuhnya MRT Caranya menderita k…
5138,Kalo polusi asap mobil motor solusimu Coba kantormu Suruh peja…
5139,Padahal numpak mrt enak
5140,Pengen ngablu keliling jakarta eeh lupa bawa flash susyah kudu ngantri mrt
5141,Kalo polusi asap mobil motor solusimu Coba kantormu Suruh pejabat DKI ngantor pakek sepeda Bangun parkiran penitipan sepeda stasiun kereta buswei MRT Itu nggak sulit
5142,Enak bener ya bella gw liat atu doang pas mrt
5143,cm follback kl diajak curug sm mrt
5144,Aku jg blok m berkat rezim mrt ‍️ blok m dimsum ga ya
5145,Integrasi Stasiun MRT Jakarta
5146,Masyarakat layanan MRT Jakarta memilih alternatif metode pembayaran …
5147,Oh mrt wkwkwkwk ya maklum kaga tau bentuknya aja sukuuur bilang lokomotif🤣🤣🤣
5148,Lagi mrt trus baper gara2 stasiunnya bandar utama
5149,Bela-belain pulang kantor Fatmawati biar makan lontong kupang Semua gara-gara Lokasinya de…
5150,Mrt bambang
5151,Wawancara lerja MRT
5152,Pas RS bisaaa pp MRT+TJ+ojol tewas jalaann Jadiii pasien gw operasi kenapa-kenapa kayaknya kenyamanan keselamatan gw ... *pembelaan*
5153,Mungkin dibeberapa daerah jakarta kesentuh.. kalo kantor yg deket krl mrt transjakarta.. coba deh pake transport umum.. mayan ngurangin macet jakarta
5154,Pagi MRT barengan orang2 berangkat ngantor Widih keren keren yak wkwkwkw
5155,gue udah setahunan mayoritas pake TJ MRT pake ojol mepet bgt Naik transportasi di…
5156,Pusing gue kedaung sampe stasiun mrt sejam motor hadeeeh
5157,gue udah setahunan mayoritas pake TJ MRT pake ojol mepet bgt Naik transportasi negara tropis ya badan pliket mesti semprot2 parfum lbh byk sblm meeting hehehe efek trotoar gak bagus plus gak rindang
5158,Ke lb bulus mrt aja cepet bgt ya tpi ps minggu mrt nya sih lo
5159,Naik turun turun pintu masuk stasiun MRT dukuh doang gak sih Mayan kurus tuh
5160,Kalo jd meminpin sby ... bundaran waru jd simpang susun biar ga macet ... jgn lupa MRT jg utk sby ... lanjutkan ...
5161,Wanita memiliki orang menyentuhnya MRT Caranya menderita k…
5162,Kerjasama pembangunan pelabuhan Kulonprogo pembangunan RS Internasional Sleman Kulonprogo pembangunan MRT bandara internasional Yogyakarta pembangunan laboratorium teknologi informasi UGM bantuan Super komputer UGM pembangunan obyek wisata Sleman
5163,Ngukur jalan bareng MRT
5164,DAULAT TUANKU SEMBAH TAHNIAH KEBAWAH DULI YANG MAHA MULIA AL-SULTAN ABDULLAH RI'AYATUDDIN AL MUSTAFA BILLAH SHAH IBNI ALMARHUM SULTAN HAJI AHMAD SHAH AL-MUSTA'IN BILLAH Di Atas Pertabalan Sebagai SERI PADUKA BAGINDA YANG DI-PERTUAN AGONG KE-16 Sembah Takzim Dari MRT Corp
5165,Viral Twitter Kartu Debit Bisa Tap Masuk MRT Singapura
5166,Bagi gue ekonomis bawa mobil Bahan bakar rb/minggu Kenyataannya Ojol PP rb MRT PP =…
5167,Nggak sih hospital hopping sehari akses MRT/KRL susah TJ kali transit jadwal mepet kendaraan gak kekejar Dims ... Ojol ujung-ujungnya ...
5168,Bagi gue ekonomis bawa mobil Bahan bakar rb/minggu Kenyataannya Ojol PP rb MRT PP rb Jadi senin jumat abis rb Lebih mahal naek angkutan gue nyaman Oh ya gw dah gak bawa kendaraan u/ kerja
5169,Hadoeh pagi2 denger segerombolan ibu2 MRT ngobrol2 cekikikan seakan gerbong tau kalo seru bgt Bergosip I don ’ t even want to know about what happen to si Ibu X berselingkuh Bapak Y
5170,Ternyata penumpang minum peron MRT lebak bulus gak apa2 ... Aturan langgar Penumpang kena denda 00 rupiah
5171,HAHHAAH MRT
5172,Hotel ni mrt bukit bintang amp monorel kl ️
5173,SEBUAH CONTOH CERITA YANG TAK MASUK AKAL Lepas kisah kemanusian mengharukan Cerita Bu Dijah masuk akal Dari terminal Kampung Rambutan stasiun MRT Lebakbulus Km Jalan kaki ...
5174,gamau disenggol naek mrt mbak tp gocar grabcar ilah
5175,Holy sh*t wkwkwk `` namanya krl beda mba bu mrt '' -aku pengguna krl setia desek2an berusaha ikhlas
5176,SEBUAH CONTOH CERITA YANG TAK MASUK AKAL Lepas kisah kemanusian mengharukan Cerita Bu Dijah masuk akal Dari terminal Kampung Rambutan stasiun MRT Lebakbulus Km Jalan kaki ...
5177,Gimana ga import Bandingkan dgn MRT teknologi jepang
5178,Setiap tangga mrt cipete tuh jompo
5179,sesat tau nak gi orang end up bayarkan tiket bas and kad mrt for free Brb crying
5180,Rahang lancar bener jaya MRT
5181,Gila sekali-kalinya gue rumah stasiun mrt sejam
5182,gubernur bikin busway bilang gak nyaman amp tetep macet bilang mending motor/mobil gubernur yg bikin mrt tetep motor/mobil kereta seseknya nafasku kayak gak salahin
5183,Sdh rambu dilarang parkir ojek online berderet parkir halangi jalan samping St MRT Cipete Raya Mcd Fatma…
5184,Wanita memiliki orang menyentuhnya MRT Caranya menderita k…
5185,M19T temennya MRT APA M20 A20
5186,`` Anda Muzium Negara stesen sambungan KL sentral LRT laluan Kelana Jaya Laluan KL Monorail KTM ERL ... Pintu disebelah kanan dibuka '' hafal skrip MRT
5187,Wanita memiliki orang menyentuhnya MRT Caranya menderita k…
5188,anyeng ayo permintaanku kmrn dikabulkan Seungyoun ads Stasiun MRT HI — Lebak Bulus 🤣🤣🤣
5189,I 'm at MRT Si Lom in Bang Rak Bangkok
5190,Ayo Pak Nanggung dah ... selesein n sambung2in LRT n MRT nyaa ... .. Buktikan Bapak Gubernur DKI Jakarta yg visioner kerja nyata
5191,Wanita memiliki orang menyentuhnya MRT Caranya menderita k…
5192,I 'm at MRT Sutthisan in Din Daeng Bangkok
5193,hi bas mrt t407 dimana skrg lokasi menunggu g village
5194,Seandainya underpass nyambungin PS Sency STC Ratu Plaza MRT Senayan
5195,Mohon izin Pak dg banyaknya Damri Angkot amp Taksi ngetem area MRT Lebak Bul…
5196,Tas Isi kantong dipindah tas Selalu dicopet/ barang pindah tangan kereta tidur kursi Mau KRL MRT LRT tas
5197,Wanita memiliki orang menyentuhnya MRT Caranya menderita k…
5198,kt sembawang mrt ... ... hm orangnya
5199,Wanita memiliki orang menyentuhnya MRT Caranya menderita k…
5200,Daphne Iking Suara train sebenar MRT LRT amp Komuter
5201,Viral Foto Wanita Bawa Hula Hoop MRT Agar Tak Disenggol Penumpang Lain
5202,Selepas stasiun Sudirman berduyun-duyun manusia memacetkan jalan raya Sebetulnya kemacetan diatas atasi jalan tanah Sudorman Stasiun CL Sudirman BNI stasiun MRT ...
5203,Wanita memiliki orang menyentuhnya MRT Caranya menderita k…
5204,MRT Visa PayWave ya kak
5205,Rupanya cewek sing yg rada miring 🤣 buset dah emank lu udah secakep gak kena senggol trus klo kereta MRT nya lg penuh bgt org hrs liatin batasan hula hop loe klo gw jd petugasMRT nya gw bisikin '' bos lg padat ni klo ga berdesakan turun taksi dungu🤣
5206,HAHA gue masuk mrt trus berdiri cowo hadep2an trus pas gue liat mukanya taunya orang kantor lantai HAHAHA maloe
5207,Wanita memiliki orang menyentuhnya MRT Caranya menderita k…
5208,Itu yg komen gapernah ngerasain transportasi yg menyiksa '' Ya kalopun LRT sih mgkn gue krn LRT ga nyampe depok Tapi alternatif Macam kalo ga kuat gw memilih pulang MRT TJ ''
5209,Listriknya MRT Gue
5210,Viral Foto Wanita Bawa Hula Hoop MRT Agar Tak Disenggol Penumpang Lain
5211,Semoga mbaknya rejeki pake mobil aja yah gausa MRT yewh
5212,Wanita memiliki orang menyentuhnya MRT Caranya menderita k…
5213,Zaman Pak yg dihadapi banjir trasnportasi publik Legacynya normalisasi sungai keruk waduk armada busway MRT LRT Hasilnya dinikmati skrng Pak hadapi udara polusi semoga inovasi legacy yg dibuat..
5214,Viral Foto Wanita Bawa Hula Hoop MRT Agar Tak Disenggol Penumpang Lain Wanit
5215,Wanita memiliki orang menyentuhnya MRT Caranya menderita kereta viral
5216,Besok² bawa tangki air penguin warna oren KRL
5217,Viral Foto Wanita Bawa Hula Hoop MRT Agar Tak Disenggol Penumpang Lain
5218,yah blom pake mrt kalo cherrybelle tuh delman onta
5219,Saat MRT LRT Busway petugas2 didalam kereta/bus stasiun Malam nya LRT pengawas line yg gerbong Mungkin yg diluar yg tulis diatas
5220,Ke mrt
5221,Viral Foto Wanita Bawa Hula Hoop MRT Agar Tak Disenggol Penumpang Lain Wanit
5222,Viral Foto Wanita Bawa Hula Hoop MRT Agar Tak Disenggol Penumpang Lain Wanit
5223,Pagiii ... menembus kemacetan daycare Nanti kantor MRT deh
5224,MRT is n't big enough for you KJP E goverment Perapihan layanan masyarakat pintu Gak ngerasain bikin KTP dll mudah No Berarti lo orang Jakarta
5225,`` Gila dah Jakarta kualitas udara nya jelek bgt gimana sih pemerintah '' Meanwhile `` Mantep bgt nih motor gua …
5226,Banyuwangi mudik Situbondo jatim Bali Jogja Lembang bandung Galunggung tasikmalaya Pangandaran Ciamis Puncak bogor Naik MRT jkt
5227,polusinya makin2 aja jakarta Ayolah apda mrt ngga busway ngga transportasi naikiin gojek ojek pengkolan gausa bawa mobil motor laa Kasian anak anak kasian asma gangguan
5228,Udah ... naek MRT everyday
5229,Tau ga sih mual gegara lari lari ngejar mrt krl
5230,`` Gila dah Jakarta kualitas udara nya jelek bgt gimana sih pemerintah '' Meanwhile `` Mantep bgt nih motor gua `` ye lu makan aja tu asep dr knalpot lu biar kaga polusi Udh TJ MRT KRL gapernah puas Ohiya lupa kaki gamau dipake jalan
5231,Seminggu yg jg ga sengaja foto pas mrt
5232,*keluar mrt istora mandiri* *jalan masuk tunnel pp-bej* *masih berjalan* *melihat ramai-ramai* *mendekat* “ ASTAGH…
5233,Kalau pingsan tuh mrt ya krl mrt udh ac nya bagus ga desek desekan
5234,LRT bermanfaat Bahkan MRT peminatnya
5235,MRT Pengalaman yg tertunaikan ...
5236,Yaampun skrg susah bgt akses kantor Naik mrt trs jalan kaki gada shutlle yg sampe polda Gada metromini sampe semanggi bis tp gasemua berenti Hft
5237,Mohon izin Pak dg banyaknya Damri Angkot amp Taksi ngetem area MRT Lebak Bulus kira2 kalo sopir dkk kebelet pipis ditunaikan manakah Karena mohon maaf jalan Park amp Ride MRT bau pesing jalan
5238,opsinya cuman mrt doang lrt krl transjakarta we even have integrated angkot 's now
5239,Ttp aja macet Orang udh kota metro.. malaysia KL ttp macet MRT.LRT ibukota pemerintaahn sdh pindah Putra Jaya
5240,Bikin Heboh Seisi MRT Cewek Ini Pakai Hula Hoop Buat Jaga Jarak Penumpang Lain
5241,Udah ... naek MRT everyday
5242,*Seorang Ibu bekalnya habis dicuri orang memprioritaskan sedekah* Pagi jam 0 WIB Abdul Muta'ali kampus MRT Tujuan Lebak Bulus Bundaran HI.…
5243,kehilangan anak pas hamil weeks Pas dokter kayak santai2 aja Di mrt diem …
5244,DAULAT TUANKU SEMBAH TAHNIAH KEBAWAH DULI YANG MAHA MULIA AL-SULTAN ABDULLAH RI'AYATUDDIN AL MUSTAFA BILLAH SHAH IBNI AL…
5245,DAULAT TUANKU SEMBAH TAHNIAH KEBAWAH DULI YANG MAHA MULIA AL-SULTAN ABDULLAH RI'AYATUDDIN AL MUSTAFA BILLAH SHAH IBNI ALMARHUM SULTAN HAJI AHMAD SHAH AL-MUSTA'IN BILLAH Di Atas Pertabalan Sebagai SERI PADUKA BAGINDA YANG DI-PERTUAN AGONG KE-16 Sembah Takzim Dari MRT Corp
5246,Ijtima Ulama Acara Sia-Sia Mencari Simpati Bertemunya Prabowo Jokowi MRT…
5247,Daphne Iking Suara train sebenar MRT LRT amp Komuter
5248,Jibai reach mrt realise forget to bring walletttt dh la lambattttt
5249,Makasih onty🤗 *palak udh kehantan MRT blom
5250,Yg menginisiasi pertmuan MRT Jendr Pol BG.Masak Benarkah
5251,MRT ... via
5252,e4a klmtk w mrt minutes w ma rdyt laya ensa el hrja w ensa eni klmtk a9ln w kl ra wla ad trd
5253,Bijou Condo Pasir Panjang MRT
5254,Hari kegiatan skrg MRT ka Beby
5255,Apa kaitannya Takdelah maju Public transport teruk Haram lrt mrt Jammed pkl amp 5 No plat laju selepas wilayah Akal takde manusia haiwan
5256,Sumpa w gapaham rangorang yg anti banget pake mrt jkt Padahal enak gini Beberapa kali nemu org yg gamau n…
5257,DAP/ PDAP MRT/LRT Yolanda mess What else
5258,gue kaget bet jalan2 uai mrt blok m plaza terus2 jalan disudirman wow rb steps
5259,Hari kegiatan skrg MRT ka Beby
5260,Itu MRT ya ka
5261,Hmm dikasih insentif gitu kali ya bikin koneksi GI-PI disambung stasiun mrt sency-ps-stc kali ya diterusin ratu plaza-mrt Damn ratu plaza is a waste of real estate/retail opportunity in a really strategic place
5262,Lrt mrt landasan perbarui akses jalan rapihin kali keruk peraturan tilang udah pake ELektrik ibukota pindah sayangbanget
5263,Thanks to duduk MRT
5264,Sumpa w gapaham rangorang yg anti banget pake mrt jkt Padahal enak gini Beberapa kali nemu org yg gamau n…
5265,keliling jkt mrt trs liat monas museum gajah aduh tipikal2 impromptu jakselian bgt
5266,Sekarang rumah Depok kerja area melawai kalo ga penting2 banget bawa kendaraan gw commuter mrt muter gw ga ngomong ngeluh doang kaya bbrp org ngoceh milih motor minimarket jarak m
5267,Naik mrt
5268,mrt perintis trus nyebrangin lrt jkt elevated bayangin kalo integrasi brt lrt mrt sekel dah betis
5269,mon bebe
5270,Praktikal kat petronas kl n rm1.2k cem nice gak Boleh mencuba mrt lrt tu
5271,gerbong mrt .. wahana dufan sih mrt ya jangan2
5272,Daphne Iking Suara train sebenar MRT LRT amp Komuter
5273,Masum
5274,Buskerssss RapidKL Pavilion Kuala Lumpur-Bukit Bintang SBK18A MRT Station in 吉隆坡
5275,Ada kalanya butuh situasi yg senyap kehidupan duniawi introspeksi Yeah good night …
5276,KHRUANGBIN
5277,Seandainya underpass nyambungin PS Sency STC Ratu Plaza MRT Senayan
5278,Kalo ibukota pindah Kalimantan Menurutku sih bagus Biar dibikinin mrt krl jalantol ajg belom naek kereta
5279,Jakarta udah keren ya MRT LRT coming soon Krl lintas jabodetabek eh ibukotanya pindahin segar hutan pohon nya ditebang habisi hutannya ya polusi udara kayak kota jakarta yg skrg viral
5280,SCO PA TU MANAA
5281,ngerasa Indonesia perlahan hilang salah satunya arsitektur infrastruktur dibilang salah ya ngga gua baiknya disesuaikan cita bangsa contohnya MRT dikasih rasa2 jawanya dikitlah
5282,Ya Allah inget Intan ngakak2 stasiun MRT
5283,Hari kegiatan skrg MRT ka Beby
5284,Ya Allah put gambar ... nampak cantik sia oyemji HAHAHAHHAHA Thank you babey kitew kAu PuN saHAbaT akU dUniA amp aKhirAtT inshaAllah aAMiin Mehla jumpa kat kajang ni woi rindu bas mrt HAHAHAHHAHAHA ️️
5285,Cakep Budaya Indonesia Ibu '' cantik MRT amp Bundaran HI
5286,gini reserved gerbong mrt
5287,Senang hatiku mencoba MRT kalinya Keren cuy semua-muanya
5288,Seperti ayah mengamuk minum menganggap berguna Padahal meledek Padahal MRT Sepertinya membawa perubahan ya
5289,Selama penduduk Jakarta ga gengsi kendaraan pemerintah intensif mengembangkan TJ KRL MRT LRT dsb polusi ditekan
5290,Seandainya underpass nyambungin PS Sency STC Ratu Plaza MRT Senayan
5291,Seandainya underpass nyambungin PS Sency STC Ratu Plaza MRT Senayan
5292,Shani ngirit Ngajak Paca- maksud nya ngebolang MRT Alibi nya biar gracia the elorer hmmmmm
5293,Shani ngirit ah ngajakin gracia paca- maksud nya ngebolang nya MRT
5294,AHY dtng Istana undangan presiden tdk etis lbh tdk etis yg ketemuan MRT Mardani blng pertemuan PS Itu pembohongan publik tdk etis.pdhl yg tdk etis udah nyinyirin AHY ngebebek AHY hahaha
5295,Awal2 tau MRT jalurnya sudirman-thamrin kupikir males pake aja kayak transjak tarifnya mahal Ternyata ga boong spare time berharga
